Total_Variables,Mean_Abs_Correlation,Median_Abs_Correlation,Max_Abs_Correlation,Min_Abs_Correlation,Std_Abs_Correlation,Variables_Above_0.3,Percentage_Above_0.3
17,0.2475850950834785,0.24972917771191774,0.4697661313841186,0.01781281121012364,0.15077589684042678,5,29.411764705882355
